ABCD,1880,38,49.473684210526315,run-comb-red-yellow,no-data-task,What percentage of the video do you think you were able to annotate?
ABCD,142,38,3.736842105263158,run-comb-red-yellow,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
ABCD,2,1,2.0,pills-pink-same,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHAT events were occurring."
ABCD,2570,38,67.63157894736842,pill-comb-red-orange,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,185,38,4.868421052631579,pills-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
ABCD,160,38,4.2105263157894735,run-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have data?"
ABCD,3,1,3.0,pills-pink-same,no-video-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,157,38,4.131578947368421,pill-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,4,1,4.0,pills-pink-same,no-video-task,"When I saw this data PREVIOUSLY, I was able to see the pattern of WHEN events occurred."
ABCD,181,38,4.7631578947368425,run-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
ABCD,182,38,4.7894736842105265,run-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,176,38,4.631578947368421,pills-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
ABCD,145,38,3.8157894736842106,pills-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have data?"
ABCD,3050,38,80.26315789473684,pill-blue-same,has-both-task,What percentage of the video do you think you were able to annotate?
ABCD,2200,38,57.89473684210526,pill-comb-red-orange,no-data-task,What percentage of the video do you think you were able to annotate?
ABCD,102,38,2.6842105263157894,pills-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have video?"
ABCD,133,38,3.5,pill-comb-red-orange,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
ABCD,5,1,5.0,pills-pink-same,no-video-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,2790,38,73.42105263157895,pill-comb-red-orange,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,2960,38,77.89473684210526,run-blue-same,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,138,38,3.6315789473684212,pill-comb-red-orange,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
ABCD,3640,38,95.78947368421052,pill-comb-red-orange,no-video-task,What percentage of the video do you think you were able to annotate?
ABCD,161,38,4.2368421052631575,run-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
ABCD,157,38,4.131578947368421,run-comb-red-yellow,no-video-task,I was satisfied having only data for this task.
ABCD,182,38,4.7894736842105265,pill-blue-same,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
ABCD,2830,38,74.47368421052632,pill-blue-same,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,128,38,3.3684210526315788,pill-comb-red-orange,no-video-task,I was satisfied having only data for this task.
ABCD,84,38,2.210526315789474,run-comb-red-yellow,no-data-task,I was satisfied having only video for this task.
ABCD,160,38,4.2105263157894735,run-comb-red-yellow,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
ABCD,3680,38,96.84210526315789,run-comb-red-yellow,no-video-task,What percentage of the video do you think you were able to annotate?
ABCD,2480,38,65.26315789473684,run-comb-red-yellow,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,178,38,4.684210526315789,run-survey-same,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
ABCD,84,38,2.210526315789474,run-survey-same,not applicable,"After annotating for several rounds, how essential would it be to have video?"
ABCD,2930,38,77.10526315789474,run-blue-same,has-both-task,What percentage of the video do you think you were able to annotate?
ABCD,2790,38,73.42105263157895,run-comb-red-yellow,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
ABCD,100,38,2.6315789473684212,pill-comb-red-orange,no-data-task,I was satisfied having only video for this task.
