A_B,1130,12,94.16666666666667,0,run-red,no-video-task,What percentage of the video do you think you were able to annotate?
A_B,910,12,75.83333333333333,0,run-yellow,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,870,12,72.5,0,pill-orange,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,580,12,48.333333333333336,0,run-red,no-data-task,What percentage of the video do you think you were able to annotate?
A_B,41,12,3.4166666666666665,0,pill-red,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
A_B,93,24,3.875,0,pills-survey,not applicable,"After annotating for several rounds, how essential would it be to have data?"
A_B,630,12,52.5,0,pill-red,no-data-task,What percentage of the video do you think you were able to annotate?
A_B,660,12,55.0,0,pill-red,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,105,24,4.375,0,pill-blue,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
A_B,1690,24,70.41666666666667,0,pill-blue,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,42,12,3.5,0,run-yellow,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
A_B,26,12,2.1666666666666665,0,run-red,no-data-task,I was satisfied having only video for this task.
A_B,830,12,69.16666666666667,0,run-red,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,116,24,4.833333333333333,0,pills-survey,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
A_B,750,12,62.5,0,run-red,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,1830,24,76.25,0,run-blue,has-both-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,2100,24,87.5,0,pill-blue,has-both-task,What percentage of the video do you think you were able to annotate?
A_B,45,12,3.75,0,pill-orange,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
A_B,22,12,1.8333333333333333,0,run-yellow,no-data-task,I was satisfied having only video for this task.
A_B,113,24,4.708333333333333,0,pills-survey,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
A_B,101,24,4.208333333333333,0,run-survey,not applicable,"After annotating for several rounds, how essential would it be to have data?"
A_B,1690,24,70.41666666666667,0,run-blue,has-both-task,What percentage of the video do you think you were able to annotate?
A_B,49,12,4.083333333333333,0,run-red,no-video-task,I was satisfied having only data for this task.
A_B,48,12,4.0,0,pill-red,no-video-task,I was satisfied having only data for this task.
A_B,95,24,3.9583333333333335,0,run-blue,has-both-task,"When I looked at the data, I was able to recognize WHAT event was occurring."
A_B,1170,12,97.5,0,run-yellow,no-video-task,What percentage of the video do you think you were able to annotate?
A_B,46,12,3.8333333333333335,0,run-yellow,no-video-task,I was satisfied having only data for this task.
A_B,30,12,2.5,0,pill-red,no-data-task,I was satisfied having only video for this task.
A_B,53,24,2.2083333333333335,0,run-survey,not applicable,"After annotating for several rounds, how essential would it be to have video?"
A_B,800,12,66.66666666666667,0,pill-orange,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,1180,12,98.33333333333333,0,pill-red,no-video-task,What percentage of the video do you think you were able to annotate?
A_B,60,24,2.5,0,pills-survey,not applicable,"After annotating for several rounds, how essential would it be to have video?"
A_B,850,12,70.83333333333333,0,pill-orange,no-data-task,What percentage of the video do you think you were able to annotate?
A_B,46,12,3.8333333333333335,0,pill-orange,no-video-task,I was satisfied having only data for this task.
A_B,113,24,4.708333333333333,0,run-survey,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have video for the first round?"
A_B,47,12,3.9166666666666665,0,pill-orange,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
A_B,1180,12,98.33333333333333,0,pill-orange,no-video-task,What percentage of the video do you think you were able to annotate?
A_B,530,12,44.166666666666664,0,run-yellow,no-data-task,What percentage of the video do you think you were able to annotate?
A_B,113,24,4.708333333333333,0,run-blue,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
A_B,44,12,3.6666666666666665,0,run-red,no-data-task,"With the experience that I have, I am able to sketch a rough graph (either accelerometer, gyroscope, OR both) for each of the events that were portrayed in the video that I just watched."
A_B,117,24,4.875,0,pill-blue,has-both-task,"When I looked at the data, I was able to recognize WHEN an event occurred."
A_B,115,24,4.791666666666667,0,run-survey,not applicable,"If you were asked to provide annotations for a new project, how essential would it be to have data for the first round?"
A_B,660,12,55.0,0,run-yellow,no-data-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,50,12,4.166666666666667,0,pill-red,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
A_B,51,12,4.25,0,run-yellow,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
A_B,31,12,2.5833333333333335,0,pill-orange,no-data-task,I was satisfied having only video for this task.
A_B,890,12,74.16666666666667,0,pill-red,no-video-task,"What percentage of events you annotated fell within the window of error, do you think?"
A_B,47,12,3.9166666666666665,0,run-red,no-video-task,"When I look at the graph of either accelerometer or gyroscope data or both, I can tell what event would be happening if there was video."
